company_name,ticker,exchange,sector,industry,status,ipo_date,issue_price,price_band_low,price_band_high,listing_price,current_price,offer_size,market_cap_at_ipo,current_market_cap,gmp,subscription,ai_score,ai_rating,ai_confidence,source,country
Genus Paper & Boards Ltd,GENUSPAPER,NSE,Basic Materials,Paper,listed,2007-01-01,,,,,,,,,,,64.9,Average IPO,Medium,expansion_db,IN
S A Tech Soft.,,BSE,,,listed,2024-08-02,,59.0,59.0,,40.0,,,77.0,,,64.8,Average IPO,Medium,ipo_data.json,
Shopee / Sea Limited,SE,NYSE,Technology,Internet Services,listed,,,,,,,,,,,,64.8,Average IPO,Medium,ipo_data.json,
DBS Group Holdings Ltd,DBSDY,OTC,Financial,Banks,listed,,,,,,,,,,,,64.8,Average IPO,Medium,ipo_data.json,
Tata Power Ltd,TATAPOWER,NSE,Utilities,Electric Utilities,listed,1919-01-01,,,,,,,,,,,64.8,Average IPO,Medium,expansion_db,IN
Newgen Software Technologies,NEWGEN,NSE,Technology,Software,listed,2018-01-01,,,,,,,,,,,64.8,Average IPO,Medium,expansion_db,IN
Sreechem Resins Ltd,SREECHEM,NSE,Basic Materials,Chemicals,listed,2024-01-01,,,,,,,,,,,64.8,Average IPO,Medium,expansion_db,IN
Sampat Aluminium,,BSE,,,listed,2025-09-24,,120.0,120.0,,37.85,,,102.0,,,64.7,Average IPO,Medium,ipo_data.json,
Vikram Solar,,BSE,,,listed,2025-08-26,,331.0,331.0,,213.04,,,12009.0,,,64.7,Average IPO,Medium,ipo_data.json,
Nikita Greentech Recycling,,BSE,,,listed,2025-06-03,,104.0,104.0,,80.0,,,257.0,,,64.7,Average IPO,Medium,ipo_data.json,
Addictive Learn,,BSE,,,listed,2024-01-30,,140.0,140.0,,55.05,,,223.0,,,64.7,Average IPO,Medium,ipo_data.json,
Shanthala FMCG,,BSE,,,listed,2023-11-03,,91.0,91.0,,22.0,,,61.0,,,64.7,Average IPO,Medium,ipo_data.json,
Mahanagar Gas Ltd,MGL,NSE,Utilities,Gas Distribution,listed,2016-01-01,,,,,,,,,,,64.7,Average IPO,Medium,expansion_db,IN
Bharat Dynamics Ltd,BDL,NSE,Industrials,Defense,listed,2018-01-01,,,,,,,,,,,64.7,Average IPO,Medium,expansion_db,IN
Salasar Techno Engineering,SALASAR,NSE,Industrials,Engineering,listed,2024-01-01,,,,,,,,,,,64.7,Average IPO,Medium,expansion_db,IN
Maharashtra Seamless Ltd,MAHSEAMLES,NSE,Basic Materials,Steel,listed,2003-01-01,,,,,,,,,,,64.6,Average IPO,Medium,expansion_db,IN
Mahindra & Mahindra Fin.,M&MFIN,NSE,Financial,Financial Services,listed,2003-01-01,,,,,,,,,,,64.6,Average IPO,Medium,expansion_db,IN
Majesco Ltd,MAJESCO,NSE,Technology,Software,listed,2005-01-01,,,,,,,,,,,64.6,Average IPO,Medium,expansion_db,IN
PropshareTitania,,BSE,,,listed,2025-08-04,,,,,1090000.0,,,,,,64.5,Average IPO,Medium,ipo_data.json,
Naman Industries Proxima,,BSE,,,listed,2024-04-02,,72.0,72.0,,48.4,,,94.0,,,64.5,Average IPO,Medium,ipo_data.json,
UnitedHealth Group Inc.,UNH,NYSE,Healthcare,Healthcare Plans,listed,,,,,,,,,,,,64.5,Average IPO,Medium,ipo_data.json,
POSCO Holdings Inc.,PKX,NYSE,Basic Materials,Steel,listed,,,,,,,,,,,,64.5,Average IPO,Medium,ipo_data.json,
Rio Tinto Ltd,RIO,ASX,Basic Materials,Metals & Mining,listed,1962-01-01,,,,,,,,,,,64.5,Average IPO,Medium,expansion_db,AU
Spark & Sparks Electricals,SPARK,NSE,Industrials,Electrical Equipment,listed,2024-01-01,,,,,,,,,,,64.5,Average IPO,Medium,expansion_db,IN
Regeneron Pharmaceuticals Inc.,REGN,NASDAQ,Healthcare,Biotechnology,listed,1991-01-01,,,,,,,,,,,64.5,Average IPO,Medium,expansion_db,US
TIPCO Engineering,,BSE,,,listed,2026-04-01,,89.0,89.0,,156.6,,,185.0,,,64.4,Average IPO,Medium,ipo_data.json,
Umiya Mobile,,BSE,,,listed,2025-08-04,,66.0,66.0,,52.92,,,94.0,,,64.4,Average IPO,Medium,ipo_data.json,
Blue Water,,BSE,,,listed,2025-06-03,,135.0,135.0,,284.25,,,148.0,,,64.4,Average IPO,Medium,ipo_data.json,
Bata India Ltd,BATAINDIA,NSE,Consumer Cyclical,Footwear,listed,2003-01-01,,,,,,,,,,,64.4,Average IPO,Medium,expansion_db,IN
Global Ocean,,BSE,,,listed,2025-12-24,,78.0,78.0,,159.95,,,113.0,,,64.3,Average IPO,Medium,ipo_data.json,
Purple Wave Info,,BSE,,,listed,2025-12-05,,126.0,126.0,,110.0,,,116.0,,,64.3,Average IPO,Medium,ipo_data.json,
LG Electronics,,BSE,,,listed,2025-10-14,,1140.0,1140.0,,1499.5,,,77380.0,,,64.3,Average IPO,Medium,ipo_data.json,
Sagility,,BSE,,,listed,2024-11-12,,30.0,30.0,,40.02,,,14044.0,,,64.3,Average IPO,Medium,ipo_data.json,
Bikewo Green,,BSE,,,listed,2024-09-27,,62.0,62.0,,27.35,,,81.0,,,64.3,Average IPO,Medium,ipo_data.json,
Madhusudan Masa,,BSE,,,listed,2023-09-26,,59.0,59.0,,155.05,,,90.0,,,64.3,Average IPO,Medium,ipo_data.json,
Laxmi India Fin.,,BSE,,,listed,2025-08-05,,158.0,158.0,,106.7,,,826.0,,,64.2,Average IPO,Medium,ipo_data.json,
Sanathan Textile,,BSE,,,listed,2024-12-27,,321.0,321.0,,397.85,,,2709.0,,,64.2,Average IPO,Medium,ipo_data.json,
Medicamen Organ.,,BSE,,,listed,2024-06-28,,33.0,33.0,,21.0,,,40.0,,,64.2,Average IPO,Medium,ipo_data.json,
Sai Silks,,BSE,,,listed,2023-09-27,,222.0,222.0,,106.44,,,3405.0,,,64.2,Average IPO,Medium,ipo_data.json,
Yudiz Solutions,,BSE,,,listed,2023-08-17,,165.0,165.0,,26.0,,,170.0,,,64.2,Average IPO,Medium,ipo_data.json,
Endurance Technologies Ltd,ENDURANCE,NSE,Consumer Cyclical,Auto Parts,listed,2016-01-01,,,,,,,,,,,64.2,Average IPO,Medium,expansion_db,IN
Gujarat Peanut,,BSE,,,listed,2025-10-03,,80.0,80.0,,85.0,,,82.0,,,64.1,Average IPO,Medium,ipo_data.json,
Avi Ansh,,BSE,,,listed,2024-09-27,,62.0,62.0,,112.5,,,87.0,,,64.1,Average IPO,Medium,ipo_data.json,
Aprameya Enginee,,BSE,,,listed,2024-08-01,,58.0,58.0,,167.55,,,110.0,,,64.1,Average IPO,Medium,ipo_data.json,
Paragon Fine,,BSE,,,listed,2023-11-03,,100.0,100.0,,49.2,,,196.0,,,64.0,Average IPO,Medium,ipo_data.json,
SBFC Finance,,BSE,,,listed,2023-08-16,,55.0,55.0,,92.96,,,6138.0,,,64.0,Average IPO,Medium,ipo_data.json,
Spaceage Products Ltd,SPACEAGE,NSE,Industrials,Packaging,listed,2024-01-01,,,,,,,,,,,64.0,Average IPO,Medium,expansion_db,IN
Booking Holdings Inc.,BKNG,NASDAQ,Consumer Cyclical,Travel Services,listed,1999-01-01,,,,,,,,,,,64.0,Average IPO,Medium,expansion_db,US
Patel Retail,,BSE,,,listed,2025-08-26,,255.0,255.0,,192.48,,,852.0,,,63.9,Average IPO,Medium,ipo_data.json,
Vishal Mega Mart,VISHAL,BSE,,,listed,2024-12-18,,75.0,75.0,,118.73,"₹3,500 Cr",,35168.0,,,63.9,Average IPO,Medium,ipo_data.json,India
Aeron Composites,,BSE,,,listed,2024-09-04,,125.0,125.0,,80.25,,,213.0,,,63.9,Average IPO,Medium,ipo_data.json,
Kody Technolab,,BSE,,,listed,2023-09-27,,71.0,71.0,,862.65,,,102.0,,,63.9,Average IPO,Medium,ipo_data.json,
Alibaba Group Holding Ltd,BABA,NYSE,Consumer Cyclical,E-Commerce,listed,,,,,,,,,,,,63.9,Average IPO,Medium,ipo_data.json,
Gujarat Gas Ltd,GUJGAS,NSE,Utilities,Gas Distribution,listed,2015-01-01,,,,,,,,,,,63.9,Average IPO,Medium,expansion_db,IN
Fermenta Biotech Ltd,FERMENTA,NSE,Healthcare,Biotechnology,listed,2007-01-01,,,,,,,,,,,63.9,Average IPO,Medium,expansion_db,IN
Gem Aromatics,,BSE,,,listed,2025-08-26,,325.0,325.0,,155.53,,,1698.0,,,63.8,Average IPO,Medium,ipo_data.json,
N R Vandana,,BSE,,,listed,2025-06-04,,45.0,45.0,,72.6,,,105.0,,,63.8,Average IPO,Medium,ipo_data.json,
Samsung Electronics Co.,SSNLF,OTC,Technology,Consumer Electronics,listed,,,,,,,,,,,,63.8,Average IPO,Medium,ipo_data.json,
Cyient Ltd,CYIENT,NSE,Technology,Engineering Services,listed,2004-01-01,,,,,,,,,,,63.8,Average IPO,Medium,expansion_db,IN
Jio Financial Services Ltd,JIOFIN,NSE,Financial,Financial Services,listed,2023-01-01,,,,,,,,,,,63.8,Average IPO,Medium,expansion_db,IN
Vishwaraj Sugar Ind Ltd,VISHWASUG,NSE,Consumer Defensive,Sugar,listed,2024-01-01,,,,,,,,,,,63.8,Average IPO,Medium,expansion_db,IN
Niva Bupa Health,,BSE,,,listed,2024-11-14,,72.0,72.0,,82.42,,,13381.0,,,63.7,Average IPO,Medium,ipo_data.json,
CWD Engineering Ltd,CWDENG,NSE,Industrials,Engineering,listed,2024-01-01,,,,,,,,,,,63.7,Average IPO,Medium,expansion_db,IN
W S Industries India Ltd,WSI,NSE,Industrials,Electrical Equipment,listed,2007-01-01,,,,,,,,,,,63.7,Average IPO,Medium,expansion_db,IN
Repono,,BSE,,,listed,2025-08-04,,96.0,96.0,,69.9,,,99.0,,,63.6,Average IPO,Medium,ipo_data.json,
Paramatrix Tech.,,BSE,,,listed,2024-09-04,,110.0,110.0,,62.0,,,127.0,,,63.6,Average IPO,Medium,ipo_data.json,
TSMC,TSM,NYSE,Technology,Semiconductors,listed,,,,,,,,,,,,63.6,Average IPO,Medium,ipo_data.json,
DoorDash Inc.,DASH,NYSE,Technology,Software,listed,2020-01-01,,,,,,,,,,,63.6,Average IPO,Medium,expansion_db,US
Strides Pharma Science Ltd,STAR,NSE,Healthcare,Pharmaceuticals,listed,2006-01-01,,,,,,,,,,,63.6,Average IPO,Medium,expansion_db,IN
Tesco PLC,TSCO,LSE,Consumer Defensive,Discount Stores,listed,1997-01-01,,,,,,,,,,,63.6,Average IPO,Medium,expansion_db,GB
PagerDuty Inc.,PD,NYSE,Technology,Software,listed,2019-01-01,,,,,,,,,,,63.6,Average IPO,Medium,expansion_db,US
Carnation Industries Ltd,CARNATION,NSE,Industrials,Industrial Equipment,listed,2024-01-01,,,,,,,,,,,63.6,Average IPO,Medium,expansion_db,IN
Blue Jet Health,,BSE,,,listed,2023-11-01,,346.0,346.0,,465.15,,,6002.0,,,63.5,Average IPO,Medium,ipo_data.json,
Dmart (Avenue Supermarts),DMART,NSE,Consumer Defensive,Discount Stores,listed,2017-01-01,,,,,,,,,,,63.5,Average IPO,Medium,expansion_db,IN
Indiabulls Housing Finance,IBULHSGFIN,NSE,Financial,Housing Finance,listed,2006-01-01,,,,,,,,,,,63.5,Average IPO,Medium,expansion_db,IN
Bolt Technology OU,BOLT,NYSE,Technology,Software,listed,2021-01-01,,,,,,,,,,,63.5,Average IPO,Medium,expansion_db,EE
Pace Digitek,,BSE,,,listed,2025-10-06,,219.0,219.0,,186.43,,,4727.0,,,63.4,Average IPO,Medium,ipo_data.json,
Barclays PLC,BARC,LSE,Financial,Banks,listed,1980-01-01,,,,,,,,,,,63.4,Average IPO,Medium,expansion_db,GB
Fedbank Financial Services,FEDFINA,NSE,Financial,Financial Services,listed,2023-01-01,,,,,,,,,,,63.4,Average IPO,Medium,expansion_db,IN
Aditya Infotech,,BSE,,,listed,2025-08-05,,671.0,671.0,,3501.9,,,7912.0,,,63.3,Average IPO,Medium,ipo_data.json,
Esprit Stones,,BSE,,,listed,2024-08-02,,87.0,87.0,,69.55,,,191.0,,,63.3,Average IPO,Medium,ipo_data.json,
Hindustan Coca-Cola Beverages,HCCB,NSE,,,upcoming,–,,,,,,,,,,,63.3,Average IPO,Medium,ipos.json,India
Bajaj Holdings & Investment,BAJAJHLDNG,NSE,Financial,Financial Services,listed,2004-01-01,,,,,,,,,,,63.3,Average IPO,Medium,expansion_db,IN
eClerx Services Ltd,ECLERX,NSE,Technology,Consulting,listed,2007-01-01,,,,,,,,,,,63.3,Average IPO,Medium,expansion_db,IN
Manappuram Finance Ltd,MANAPPURAM,NSE,Financial,Financial Services,listed,2006-01-01,,,,,,,,,,,63.3,Average IPO,Medium,expansion_db,IN
Tarmat Ltd,TARMAT,NSE,Industrials,Infrastructure,listed,2024-01-01,,,,,,,,,,,63.3,Average IPO,Medium,expansion_db,IN
Astron,,BSE,,,listed,2025-12-08,,63.0,63.0,,16.9,,,54.0,,,63.2,Average IPO,Medium,ipo_data.json,
Meta Infotech,,BSE,,,listed,2025-07-11,,161.0,161.0,,68.0,,,304.0,,,63.2,Average IPO,Medium,ipo_data.json,
Laxmi Dental,,BSE,,,listed,2025-01-20,,428.0,428.0,,229.9,,,2352.0,,,63.2,Average IPO,Medium,ipo_data.json,
Tata Motors Ltd,TATAMOTORS,NSE,Consumer Cyclical,Auto Manufacturers,listed,1945-01-01,,,,,,,,,,,63.2,Average IPO,Medium,expansion_db,IN
BEML Ltd,BEML,NSE,Industrials,Defense,listed,1996-01-01,,,,,,,,,,,63.2,Average IPO,Medium,expansion_db,IN
IFCI Ltd,IFCI,NSE,Financial,Financial Services,listed,1995-01-01,,,,,,,,,,,63.2,Average IPO,Medium,expansion_db,IN
Reliance Infrastructure Ltd,RELINFRA,NSE,Utilities,Electric Utilities,listed,2004-01-01,,,,,,,,,,,63.2,Average IPO,Medium,expansion_db,IN
Adcounty Media.,,BSE,,,listed,2025-07-04,,85.0,85.0,,104.65,,,191.0,,,63.1,Average IPO,Medium,ipo_data.json,
Moderna Inc.,MRNA,NASDAQ,Healthcare,Biotechnology,listed,2018-01-01,,,,,,,,,,,63.1,Average IPO,Medium,expansion_db,US
IGL (Indraprastha Gas),IGL,NSE,Utilities,Gas Distribution,listed,2004-01-01,,,,,,,,,,,63.1,Average IPO,Medium,expansion_db,IN
RailTel Corp of India,RAILTEL,NSE,Technology,Telecom,listed,2021-01-01,,,,,,,,,,,63.1,Average IPO,Medium,expansion_db,IN
Everest Kanto Cylinder Ltd,EKC,NSE,Industrials,Industrial Equipment,listed,2007-01-01,,,,,,,,,,,63.1,Average IPO,Medium,expansion_db,IN
Balaji Phos.,,BSE,,,listed,2025-03-07,,70.0,70.0,,98.0,,,166.0,,,63.0,Average IPO,Medium,ipo_data.json,
Sathlokhar Sys.,,BSE,,,listed,2024-08-06,,130.0,130.0,,342.85,,,338.0,,,63.0,Average IPO,Medium,ipo_data.json,
Winny Immigratio,,BSE,,,listed,2024-06-27,,140.0,140.0,,39.35,,,30.0,,,63.0,Average IPO,Medium,ipo_data.json,
Diageo plc,DEO,NYSE,Consumer Defensive,Beverages,listed,,,,,,,,,,,,63.0,Average IPO,Medium,ipo_data.json,
Lupin Ltd,LUPIN,NSE,Healthcare,Pharmaceuticals,listed,1994-01-01,,,,,,,,,,,63.0,Average IPO,Medium,expansion_db,IN
BP PLC,BP.,LSE,Energy,Oil & Gas,listed,1970-01-01,,,,,,,,,,,63.0,Average IPO,Medium,expansion_db,GB
Safety Controls,,BSE,,,listed,2026-04-13,,80.0,80.0,,80.0,,,159.0,,,62.9,Average IPO,Medium,ipo_data.json,
Sai Parenteral&#x27;s,,BSE,,,listed,2026-04-02,,392.0,392.0,,545.2,,,1732.0,,,62.9,Average IPO,Medium,ipo_data.json,
Powerica Ltd,,BSE,,,listed,2026-04-02,,395.0,395.0,,499.8,,,4999.0,,,62.9,Average IPO,Medium,ipo_data.json,
Phytochem Remed.,,BSE,,,listed,2025-12-26,,,,,,,,115.0,,,62.9,Average IPO,Medium,ipo_data.json,
Pro FX,,BSE,,,listed,2025-07-03,,87.0,87.0,,86.0,,,152.0,,,62.9,Average IPO,Medium,ipo_data.json,
ACME Solar Hold.,,BSE,,,listed,2024-11-13,,289.0,289.0,,356.65,,,17488.0,,,62.9,Average IPO,Medium,ipo_data.json,
S D Retail,,BSE,,,listed,2024-09-27,,131.0,131.0,,90.0,,,245.0,,,62.9,Average IPO,Medium,ipo_data.json,
Euphoria Infotec,,BSE,,,listed,2024-01-30,,100.0,100.0,,34.0,,,29.0,,,62.9,Average IPO,Medium,ipo_data.json,
Cognizant Technology Solutions,CTSH,NASDAQ,Technology,Consulting,listed,1998-01-01,,,,,,,,,,,62.9,Average IPO,Medium,expansion_db,US
Sea Ltd,SE,NYSE,Technology,Internet Services,listed,2017-01-01,,,,,,,,,,,62.9,Average IPO,Medium,expansion_db,SG
Vivid Mercantile Ltd,VIVIDMERC,NSE,Consumer Cyclical,Trading,listed,2024-01-01,,,,,,,,,,,62.9,Average IPO,Medium,expansion_db,IN
Chipotle Mexican Grill Inc.,CMG,NYSE,Consumer Cyclical,Restaurants,listed,2006-01-01,,,,,,,,,,,62.9,Average IPO,Medium,expansion_db,US
Konstelec Engg.,,BSE,,,listed,2024-01-30,,70.0,70.0,,45.35,,,106.0,,,62.8,Average IPO,Medium,ipo_data.json,
Rajgor Castor,,BSE,,,listed,2023-10-31,,50.0,50.0,,27.0,,,120.0,,,62.8,Average IPO,Medium,ipo_data.json,
HFCL Ltd,HFCL,NSE,Technology,Communication Equipment,listed,1994-01-01,,,,,,,,,,,62.8,Average IPO,Medium,expansion_db,IN
SMS Lifesciences India Ltd,SMSLIFE,NSE,Healthcare,Pharmaceuticals,listed,2024-01-01,,,,,,,,,,,62.8,Average IPO,Medium,expansion_db,IN
Brandman Retail,,BSE,,,listed,2026-02-11,,176.0,176.0,,160.0,,,325.0,,,62.7,Average IPO,Medium,ipo_data.json,
Honda Motor Co. Ltd.,HMC,NYSE,Consumer Cyclical,Auto Manufacturers,listed,,,,,,,,,,,,62.7,Average IPO,Medium,ipo_data.json,
Thomas Cook India Ltd,THOMASCOOK,NSE,Consumer Cyclical,Travel Services,listed,2006-01-01,,,,,,,,,,,62.7,Average IPO,Medium,expansion_db,IN
Freshworks Inc.,FRSH,NASDAQ,Technology,Software,listed,2021-01-01,,,,,,,,,,,62.7,Average IPO,Medium,expansion_db,US
RELX PLC,REL,LSE,Industrials,Business Services,listed,1994-01-01,,,,,,,,,,,62.7,Average IPO,Medium,expansion_db,GB
Lancer Containers Ltd,LANCER,NSE,Industrials,Packaging,listed,2024-01-01,,,,,,,,,,,62.7,Average IPO,Medium,expansion_db,IN
Mehul Telecom,,BSE,,,listed,2026-04-24,,98.0,98.0,,93.23,,,102.0,,,62.6,Average IPO,Medium,ipo_data.json,
A C J K Exports,,BSE,,,listed,2026-04-02,,212.0,212.0,,120.81,,,2195.0,,,62.6,Average IPO,Medium,ipo_data.json,
Clinitech Lab,,BSE,,,listed,2024-08-01,,96.0,96.0,,37.8,,,22.0,,,62.6,Average IPO,Medium,ipo_data.json,
Womancart,,BSE,,,listed,2023-10-27,,45.0,45.0,,115.75,,,36.0,,,62.6,Average IPO,Medium,ipo_data.json,
Canon Inc.,CAJ,NYSE,Technology,Office Equipment,listed,,,,,,,,,,,,62.6,Average IPO,Medium,ipo_data.json,
Bank of Baroda,BANKBARODA,NSE,Financial,Banks,listed,1995-01-01,,,,,,,,,,,62.6,Average IPO,Medium,expansion_db,IN
Rolls-Royce Holdings PLC,RR.,LSE,Industrials,Aerospace & Defense,listed,1987-01-01,,,,,,,,,,,62.6,Average IPO,Medium,expansion_db,GB
SPEB Adhesives,,BSE,,,listed,2025-12-08,,56.0,56.0,,96.5,,,126.0,,,62.5,Average IPO,Medium,ipo_data.json,
Benchmark Comp.,,BSE,,,listed,2023-12-21,,66.0,66.0,,42.18,,,45.0,,,62.5,Average IPO,Medium,ipo_data.json,
Arvind Port &amp;,,BSE,,,listed,2023-10-25,,32.0,32.0,,28.75,,,55.0,,,62.5,Average IPO,Medium,ipo_data.json,
Colgate-Palmolive India Ltd,COLPAL,NSE,Consumer Defensive,Personal Care,listed,1979-01-01,,,,,,,,,,,62.5,Average IPO,Medium,expansion_db,IN
Godrej Consumer Products,GODREJCP,NSE,Consumer Defensive,Personal Care,listed,2001-01-01,,,,,,,,,,,62.5,Average IPO,Medium,expansion_db,IN
Roblox Corp,RBLX,NYSE,Technology,Software,listed,2021-01-01,,,,,,,,,,,62.5,Average IPO,Medium,expansion_db,US
One97 Communications (Paytm),PAYTM,NSE,Technology,Fintech,listed,2021-01-01,,,,,,,,,,,62.5,Average IPO,Medium,expansion_db,IN
Accretion Nutraveda,,BSE,,,listed,2026-02-04,,129.0,129.0,,268.5,,,93.0,,,62.4,Average IPO,Medium,ipo_data.json,
EID Parry (India) Ltd,EIDPARRY,NSE,Consumer Defensive,Sugar,listed,1995-01-01,,,,,,,,,,,62.4,Average IPO,Medium,expansion_db,IN
Time Technoplast Ltd,TIMETECHNO,NSE,Basic Materials,Chemicals,listed,2007-01-01,,,,,,,,,,,62.4,Average IPO,Medium,expansion_db,IN
Costco Wholesale Corp,COST,NASDAQ,Consumer Defensive,Discount Stores,listed,,,,,,,,,,,,62.3,Average IPO,Medium,ipo_data.json,
Aurobindo Pharma Ltd,AUROPHARMA,NSE,Healthcare,Pharmaceuticals,listed,1995-01-01,,,,,,,,,,,62.3,Average IPO,Medium,expansion_db,IN
Rashtriya Chemicals & Fertil.,RCF,NSE,Basic Materials,Fertilizers,listed,1995-01-01,,,,,,,,,,,62.3,Average IPO,Medium,expansion_db,IN
REC Ltd,RECLTD,NSE,Financial,Financial Services,listed,2007-01-01,,,,,,,,,,,62.3,Average IPO,Medium,expansion_db,IN
CapitaLand Investment Ltd,9CI,SGX,Real Estate,Real Estate Investment,listed,2021-01-01,,,,,,,,,,,62.3,Average IPO,Medium,expansion_db,SG
Lululemon Athletica Inc.,LULU,NASDAQ,Consumer Cyclical,Apparel,listed,2007-01-01,,,,,,,,,,,62.3,Average IPO,Medium,expansion_db,CA
Marc Technocrats,,BSE,,,listed,2025-12-24,,93.0,93.0,,78.25,,,161.0,,,62.2,Average IPO,Medium,ipo_data.json,
ICICI AMC,,BSE,,,listed,2025-12-19,,2165.0,2165.0,,3249.0,,,107007.0,,,62.2,Average IPO,Medium,ipo_data.json,
Shreeji Global,,BSE,,,listed,2025-11-12,,125.0,125.0,,161.9,,,284.0,,,62.2,Average IPO,Medium,ipo_data.json,
Sun TV Network Ltd,SUNTV,NSE,Communication,Entertainment,listed,2006-01-01,,,,,,,,,,,62.2,Average IPO,Medium,expansion_db,IN
Linde India Ltd,LINDEINDIA,NSE,Basic Materials,Chemicals,listed,1995-01-01,,,,,,,,,,,62.2,Average IPO,Medium,expansion_db,IN
Transport Corp of India Ltd,TCI,NSE,Industrials,Logistics,listed,2003-01-01,,,,,,,,,,,62.2,Average IPO,Medium,expansion_db,IN
Affirm Holdings Inc.,AFRM,NASDAQ,Technology,Fintech,listed,2021-01-01,,,,,,,,,,,62.2,Average IPO,Medium,expansion_db,US
ASOS PLC,ASOS,LSE,Consumer Cyclical,E-Commerce,listed,2001-01-01,,,,,,,,,,,62.2,Average IPO,Medium,expansion_db,GB
Sakthi Auto Component Ltd,SAKTHAUTO,NSE,Consumer Cyclical,Auto Parts,listed,2024-01-01,,,,,,,,,,,62.2,Average IPO,Medium,expansion_db,IN
NIS Management,,BSE,,,listed,2025-09-02,,111.0,111.0,,51.21,,,220.0,,,62.1,Average IPO,Medium,ipo_data.json,
ARC Insulation,,BSE,,,listed,2025-08-29,,125.0,125.0,,43.05,,,129.0,,,62.1,Average IPO,Medium,ipo_data.json,
Rajputana Indu.,,BSE,,,listed,2024-08-06,,38.0,38.0,,74.0,,,84.0,,,62.1,Average IPO,Medium,ipo_data.json,
Urban Enviro,,BSE,,,listed,2023-06-22,,50.0,50.0,,133.0,,,43.0,,,62.1,Average IPO,Medium,ipo_data.json,
Devyani International Ltd,DEVYANI,NSE,Consumer Cyclical,Restaurants,listed,2021-01-01,,,,,,,,,,,62.1,Average IPO,Medium,expansion_db,IN
Delhivery Ltd,DELHIVERY,NSE,Industrials,Logistics,listed,2022-01-01,,,,,,,,,,,62.1,Average IPO,Medium,expansion_db,IN
Federal Bank Ltd,FEDERALBNK,NSE,Financial,Banks,listed,1995-01-01,,,,,,,,,,,62.1,Average IPO,Medium,expansion_db,IN
Classic Electrod,,BSE,,,listed,2025-09-01,,87.0,87.0,,47.0,,,156.0,,,62.0,Average IPO,Medium,ipo_data.json,
Transteel Seatin,,BSE,,,listed,2023-11-06,,64.0,64.0,,119.3,,,141.0,,,62.0,Average IPO,Medium,ipo_data.json,
Krsnaa Diagnostics Ltd,KRSNAA,NSE,Healthcare,Diagnostics,listed,2021-01-01,,,,,,,,,,,62.0,Average IPO,Medium,expansion_db,IN
GoTo Gojek Tokopedia,GOTO,IDX,Technology,Internet Services,listed,2022-01-01,,,,,,,,,,,62.0,Average IPO,Medium,expansion_db,ID
Emiac Technologies,,BSE,,,listed,2026-04-13,,98.0,98.0,,100.9,,,120.0,,,61.9,Average IPO,Medium,ipo_data.json,
Transrail Light,,BSE,,,listed,2024-12-27,,432.0,432.0,,493.25,,,5800.0,,,61.9,Average IPO,Medium,ipo_data.json,
Jyoti CNC Auto.,,BSE,,,listed,2024-01-16,,331.0,331.0,,634.3,,,7528.0,,,61.9,Average IPO,Medium,ipo_data.json,
Shree OSFM,,BSE,,,listed,2023-12-21,,60.0,60.0,,52.0,,,93.0,,,61.9,Average IPO,Medium,ipo_data.json,
TC Energy Corporation,TRP,NYSE,Energy,Oil & Gas Midstream,listed,,,,,,,,,,,,61.9,Average IPO,Medium,ipo_data.json,
Sterling & Wilson Renewable,SWSOLAR,NSE,Utilities,Renewable Energy,listed,2019-01-01,,,,,,,,,,,61.9,Average IPO,Medium,expansion_db,IN
Reddit Inc.,RDDT,NYSE,Communication,Internet Services,listed,2024-01-01,,,,,,,,,,,61.9,Average IPO,Medium,expansion_db,US
My Mudra FinCorp Ltd,MYMUDRA,NSE,Financial,Financial Services,listed,2024-01-01,,,,,,,,,,,61.9,Average IPO,Medium,expansion_db,IN
Voltrans Engineers Ltd,VOLTRANS,NSE,Industrials,Electrical Equipment,listed,2024-01-01,,,,,,,,,,,61.9,Average IPO,Medium,expansion_db,IN
Five-Star Business Finance,FIVESTAR,NSE,Financial,Financial Services,listed,2022-01-01,,,,,,,,,,,61.9,Average IPO,Medium,expansion_db,IN
PAN HR Solution,,BSE,,,listed,2026-02-13,,78.0,78.0,,63.1,,,56.0,,,61.8,Average IPO,Medium,ipo_data.json,
ACE Alpha Tech,,BSE,,,listed,2025-07-03,,69.0,69.0,,123.15,,,121.0,,,61.8,Average IPO,Medium,ipo_data.json,
Mahindra Holidays & Resorts,MHRIL,NSE,Consumer Cyclical,Hotels,listed,2007-01-01,,,,,,,,,,,61.8,Average IPO,Medium,expansion_db,IN
Bombay Super Hybrid Seeds,BSHSL,NSE,Consumer Defensive,Food,listed,2024-01-01,,,,,,,,,,,61.8,Average IPO,Medium,expansion_db,IN
JFL Life Sciences Ltd,JFLLIFE,NSE,Healthcare,Pharmaceuticals,listed,2024-01-01,,,,,,,,,,,61.8,Average IPO,Medium,expansion_db,IN
Ashapura Logi.,,BSE,,,listed,2024-08-06,,144.0,144.0,,54.65,,,195.0,,,61.7,Average IPO,Medium,ipo_data.json,
JSW Infrast,,BSE,,,listed,2023-10-03,,119.0,119.0,,278.1,,,24990.0,,,61.7,Average IPO,Medium,ipo_data.json,
